Name,Title,Price,Availability,Description,Size,Dispatch
Andres Iniesta,Andres Iniesta Back Signed Spain 2010 Away Shirt In Classic Frame,£474.99,In stock,"This Spain shirt was personally signed by Andres Iniesta during a private signing session in Dubai on April 11th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in classic shirt framing that features elegant black moulding with silver inlay, luxurious double mount, two high resolution action photos and Icons.com branded plaque.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Andres Iniesta,Andres Iniesta Back Signed Spain 2010 Away Shirt In Hero Frame: Option 1,£499.99,In stock,"This Spain shirt was personally signed by Andres Iniesta during a private signing session in Dubai on April 11th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Andres Iniesta,Andres Iniesta Front Signed Spain 2010 Away Shirt: World Cup Edition In Deluxe Packaging,£334.99,In stock,"This Spain shirt was personally signed by Andres Iniesta during a private signing session in Dubai on April 11th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 3-4 working days
Andres Iniesta,Andres Iniesta Front Signed Spain 2010 Away Shirt: World Cup Edition In Classic Frame,£474.99,In stock,"This Spain shirt was personally signed by Andres Iniesta during a private signing session in Dubai on April 11th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in classic shirt framing that features elegant black moulding with silver inlay, luxurious double mount, two high resolution action photos and Icons.com branded plaque.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Andres Iniesta,Andres Iniesta Front Signed Spain 2010 Away Shirt: World Cup Edition In Hero Frame: Option 1,£499.99,In stock,"This Spain shirt was personally signed by Andres Iniesta during a private signing session in Dubai on April 11th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Andres Iniesta,Andres Iniesta Official FIFA World Cup Front Signed and Framed Spain 2010 Away Shirt: World Cup Edition,£799.99,In stock,"This Spain shirt was personally signed by Andres Iniesta during a private signing session in Dubai on April 11th, 2024. The shirt comes with an official FIFA World Cup Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Capture the spirit of the FIFA World Cup with this officially licensed product, exclusive to Icons.com.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Andres Iniesta,Andres Iniesta Official UEFA Champions League Front Signed and Framed Player Issue FC Barcelona 2002-03 Home Shirt,£599.99,In stock,"This FC Barcelona shirt was personally signed by Andres Iniesta during a private signing session in Dubai on April 11th, 2024. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 875mm (H) x 785mm (W) x 38mm (D),Dispatch time: Usually dispatched within 8-10 working days
Andres Iniesta,Andres Iniesta Official UEFA Champions League Front Signed and Hero Framed Player Issue FC Barcelona 2002-03 Home Shirt,£649.99,In stock,"This FC Barcelona shirt was personally signed by Andres Iniesta during a private signing session in Dubai on April 11th, 2024. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 920mm (H) x 1120mm (W) x 20mm (D),Dispatch time: Usually dispatched within 8-10 working days
Andres Iniesta,Andres Iniesta Official UEFA Champions League Front Signed and Framed FC Barcelona 2010-11 Home Shirt,£599.99,In stock,"This FC Barcelona shirt was personally signed by Andres Iniesta during a private signing session in Dubai on April 11th, 2024. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 875mm (H) x 785mm (W) x 38mm (D),Dispatch time: Usually dispatched within 8-10 working days
Andres Iniesta,Andres Iniesta Official UEFA Champions League Front Signed and Hero Framed FC Barcelona 2010-11 Home Shirt,£649.99,In stock,"This FC Barcelona shirt was personally signed by Andres Iniesta during a private signing session in Dubai on April 11th, 2024. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 920mm (H) x 1120mm (W) x 20mm (D),Dispatch time: Usually dispatched within 8-10 working days
Andres Iniesta,Andres Iniesta Official UEFA Champions League Front Signed and Framed FC Barcelona 2008-09 Home Shirt,£599.99,In stock,"This FC Barcelona shirt was personally signed by Andres Iniesta during a private signing session in Dubai on April 11th, 2024. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 875mm (H) x 785mm (W) x 38mm (D),Dispatch time: Usually dispatched within 8-10 working days
Andres Iniesta,Andres Iniesta Official UEFA Champions League Front Signed and Hero Framed FC Barcelona 2008-09 Home Shirt,£649.99,In stock,"This FC Barcelona shirt was personally signed by Andres Iniesta during a private signing session in Dubai on April 11th, 2024. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 920mm (H) x 1120mm (W) x 20mm (D),Dispatch time: Usually dispatched within 8-10 working days
Andres Iniesta,Andres Iniesta Official UEFA Champions League Front Signed and Framed FC Barcelona 2011-12 Home Shirt,£599.99,In stock,"This FC Barcelona shirt was personally signed by Andres Iniesta during a private signing session in Dubai on April 11th, 2024. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 875mm (H) x 785mm (W) x 38mm (D),Dispatch time: Usually dispatched within 8-10 working days
